

--------------------------------------
---

# Intro

| Script Line | Visual Guide |
| Buy n Large had grown so dominant it didn't just own every store and every brand on the planet — it had absorbed the world's governments too, all under a single global CEO. | `[CONTEXT]:` Yaha per film ki lore explain ho rahi hai — BnL itni bari ho gayi thi ke usne dunya ki governments tak apne andar shaamil kar li thin, aur ek "Global CEO" sab kuch chalata tha. `[B-ROLL]:` *WALL-E* Buy n Large branding montage; BnL "Global CEO" Shelby Forthright broadcast clip. `[SEARCH TERMS]:` WALL-E Buy n Large global CEO, WALL-E Shelby Forthright, WALL-E BnL government, Buy n Large monopoly. `[SOURCES]:` ▶️([Buy n Large |
| And in the world that corporation built, the last humans drift through the Axiom, a luxury space cruise, in floating reclining chairs, eyes locked on screens inches from their faces, sipping their meals through a straw, too soft and too distracted to walk on their own. | `[CONTEXT]:` Yaha per "Axiom" ka zikr hai — BnL ka luxury space cruise ship jahan bachay-khuchay insan hover-chairs me, screens me kho kar, apne aap chal-ne ke qabil bhi nahi rahe. `[B-ROLL]:` *WALL-E* — Axiom passengers in hover-chairs glued to screens, sipping cup-meals. `[SEARCH TERMS]:` WALL-E Axiom passengers hover chairs, WALL-E humans screens, WALL-E Axiom cruise, WALL-E people cant walk. `[TEXT OVERLAY]:` The Axiom. `[SOURCES]:` ▶️([Buy n Large |
| And here's the part that makes it strange. | `[B-ROLL]:` Tight shot of WALL-E or Axiom passenger; transitional WALL-E footage. `[SEARCH TERMS]:` WALL-E Axiom passenger closeup, WALL-E screen face, WALL-E character shot. `[SOURCES]:` ▶️([Buy n Large |
| The film's director, Andrew Stanton, swore there was "no message" in any of it — that he only set out to tell a love story between two robots, and the dead planet was just the backdrop. | `[CONTEXT]:` Yaha per Andrew Stanton ka zikr hai — WALL-E ke director — jinhone interviews me kaha ke film me koi "message" nahi tha, ye sirf do robots (WALL-E aur EVE) ki love story thi. `[IMAGE]:` Photo of Andrew Stanton. `[B-ROLL]:` Andrew Stanton interview footage; WALL-E and EVE together. `[SEARCH TERMS]:` Andrew Stanton WALL-E director, Andrew Stanton no message interview, WALL-E EVE love story, Andrew Stanton Pixar. `[TEXT OVERLAY]:` Andrew Stanton — Director, *WALL-E* · "No message." `[SOURCES]:` ▶️(A Labor of Love: WALL-E's Redemption (Journal of Religion & Film)) |
| Yet the corporation he built to fill that backdrop is a near-exact blueprint of a creative company hollowed out and replaced by an automatic one. So the most human studio in Hollywood, fresh off being bought by a much larger one, made its first great prophecy — a portrait of a giant that consumes everything and invents nothing. | `[B-ROLL]:` Buy n Large automated factory / assembly-line footage from WALL-E; identical mass-produced products. `[SEARCH TERMS]:` WALL-E Buy n Large factory, WALL-E mass production, WALL-E automation, Buy n Large products identical. `[TEXT OVERLAY]:` Consumes everything. Invents nothing. `[SOURCES]:` ▶️([Buy n Large |
| And two years after that warning hit theaters, a single remake handed Disney a billion dollars, and a lesson it would spend the next decade repeating: that it never had to come up with anything new again. | `[CONTEXT]:` Yaha per 2010 ki Alice in Wonderland ki taraf ishara hai — WALL-E (2008) ke 2 saal baad — jisne Disney ko $1 billion+ kama kar diya aur remake formula ka aaghaz kiya (agli section me detail). `[IMAGE]:` *Alice in Wonderland* (2010) poster. `[B-ROLL]:` Alice in Wonderland 2010 trailer clip. `[SEARCH TERMS]:` Alice in Wonderland 2010 poster, Alice in Wonderland Tim Burton trailer, Disney Alice billion dollars, Alice in Wonderland 2010 box office. `[TEXT OVERLAY]:` 2010 — and — $1 Billion. `[SOURCES]:` — |

**Section 1 SOURCES**
[1] Pixar Headquarters and the Legacy of Steve Jobs — https://officesnapshots.com/2012/07/16/pixar-headquarters-and-the-legacy-of-steve-jobs/
[2] Inside The Pixar Braintrust (Fast Company) — https://www.fastcompany.com/3027135/inside-the-pixar-braintrust
[3] Bob Iger says Pixar was 'probably the best' acquisition as CEO (CNBC) — https://www.cnbc.com/2021/12/21/disneys-bob-iger-says-pixar-was-probably-the-best-acquisition-as-ceo.html
[4] Steve Jobs bio reveals how Michael Eisner opposed Disney's Pixar acquisition (Jim Hill Media) — https://jimhillmedia.com/steve-jobs-bio-reveals-how-michael-eisner-disneys-acquisition-pixar/
[5] Buy n Large | Disney Wiki — https://disney.fandom.com/wiki/Buy_n_Large
[6] A Labor of Love: WALL-E's Redemption (Journal of Religion & Film) — https://digitalcommons.unomaha.edu/cgi/viewcontent.cgi?article=2610&context=jrf

---

## SECTION 2 — The Formula That Printed Money

| Script Line | Visual Guide |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- |
| Disney's slide began with a success — one so easy to copy that it rewired what the whole company believed a movie was even for. | `[B-ROLL]:` Disney castle logo into a stack of remake posters; box-office numbers ticking up. `[SEARCH TERMS]:` Disney live action remake era, Disney box office success montage, Disney remakes lineup. `[SOURCES]:` ▶️(How Disney's live-action remakes have fared (Deseret News)) |  |  |  |  |  |
| In 2010, Disney released a live-action *Alice in Wonderland* — a glossy, effects-heavy rebuild of a story it already owned. | `[CONTEXT]:` Yaha per Tim Burton ki Alice in Wonderland (2010) ki baat hai — Disney ki apni purani Alice story ka heavy-VFX live-action version. `[IMAGE]:` *Alice in Wonderland* (2010) poster. `[B-ROLL]:` Alice in Wonderland 2010 trailer — Mad Hatter, CGI Wonderland. `[SEARCH TERMS]:` Alice in Wonderland 2010 trailer, Tim Burton Alice Johnny Depp, Alice in Wonderland CGI, Disney Alice 2010 poster. `[TEXT OVERLAY]:` 2010 — *Alice in Wonderland*. `[SOURCES]:` ▶️(How Disney's live-action remakes have fared (Deseret News)) |  |  |  |  |  |
| The bet was simple: audiences would pay to see a familiar tale they loved, dressed up in new spectacle. And it worked — *Alice* grossed over a billion dollars worldwide. | `[B-ROLL]:` Box-office report graphics; packed cinema footage for Alice. `[SEARCH TERMS]:` Alice in Wonderland 2010 billion box office, Alice in Wonderland worldwide gross, Disney Alice success. `[TEXT OVERLAY]:` $1 Billion+ Worldwide. `[SOURCES]:` ▶️(How Disney's live-action remakes have fared (Deseret News)) |  |  |  |  |  |
| That one number taught Disney the most expensive lesson in its history: that re-skinning a beloved title carried a fraction of the risk of inventing a new one, for nearly the same reward. | `[B-ROLL]:` Side-by-side of an animated classic and its live-action remake. `[SEARCH TERMS]:` Disney animated vs live action remake, Disney remake comparison, Disney classics live action. `[TEXT OVERLAY]:` Less Risk. Same Reward. `[SOURCES]:` ▶️(How Disney's live-action remakes have fared (Deseret News)) |  |  |  |  |  |
| And one billion-dollar hit quickly hardened into a doctrine. Disney started selling its remakes as gifts to fans — beloved stories brought to life like never before — while what it was actually shipping was the same story with the risk removed. | `[B-ROLL]:` Disney remake marketing / "live like never before" promo footage; trailer voiceover style clips. `[SEARCH TERMS]:` Disney remake marketing campaign, Disney live action promo, Disney remakes fan nostalgia ads. `[SOURCES]:` ▶️(How Disney's live-action remakes have fared (Deseret News)) |  |  |  |  |  |
| By 2017, the remake had become Disney's surest bet on the calendar. That March, it put out a live-action *Beauty and the Beast*, a nearly shot-for-shot copy of its own 1991 cartoon. | `[CONTEXT]:` Yaha per Beauty and the Beast (2017) ki baat hai — Emma Watson wali live-action film jo Disney ki 1991 animated classic ki taqreeban hubahu copy thi. `[IMAGE]:` *Beauty and the Beast* (2017) poster. `[B-ROLL]:` 2017 trailer — ballroom dance scene; side-by-side with 1991 animated version. `[SEARCH TERMS]:` Beauty and the Beast 2017 trailer, Emma Watson Beauty and the Beast, Beauty and the Beast 1991 vs 2017, Beauty and the Beast shot for shot. `[TEXT OVERLAY]:` 2017 — *Beauty and the Beast*. `[SOURCES]:` ▶️(4 Reasons 'Beauty and the Beast' Became Disney's Next Billion-Dollar Hit (TheWrap)) |  |  |  |  |  |
| And the film crossed 1.26 billion dollars worldwide. | `[B-ROLL]:` Box-office headline graphics for Beauty and the Beast 2017. `[SEARCH TERMS]:` Beauty and the Beast 2017 box office 1.26 billion, Beauty and the Beast worldwide gross, Disney 2017 box office record. `[TEXT OVERLAY]:` $1.26 Billion Worldwide. `[SOURCES]:` ▶️(4 Reasons 'Beauty and the Beast' Became Disney's Next Billion-Dollar Hit (TheWrap)) |  |  |  |  |  |
| So when Disney's distribution chief sold the film, he called it a chance to see beloved stories "in a way that's never been seen before." But the film's actual innovation was photorealism, not a single new idea. | `[CONTEXT]:` Yaha per Disney ke distribution executive ke promotional bayan ka zikr hai — claim ye tha ke film "naye andaaz" me hai, jabke asal naya pan sirf photorealistic VFX tha, kahani nahi. `[B-ROLL]:` Photorealistic Disney remake VFX footage; before/after VFX breakdown clips. `[SEARCH TERMS]:` Disney remake photorealism, Beauty and the Beast 2017 VFX, Disney distribution chief quote 2017, Disney remake CGI breakdown. `[TEXT OVERLAY]:` New look. Old story. `[SOURCES]:` ▶️(Beauty And The Beast roars (Bangkok Post via PressReader)) |  |  |  |  |  |
| But while Disney perfected reselling its past, it was taking apart the part of itself built to make the future. The man who had personally rebuilt Disney's creative soul walked out the door — and the goodbye his own boss gave him reads like a list of everything Disney was about to stop doing. | `[B-ROLL]:` Disney/Pixar animation studio footage; news-ticker transition. `[SEARCH TERMS]:` Disney animation leadership, Pixar Disney animation studios, Disney creative leadership change. `[SOURCES]:` ▶️(Disney animation head John Lasseter to step down (CBC)) |  |  |  |  |  |
| John Lasseter was the creative chief of both Pixar and Disney Animation, the force behind *Toy Story*, *Frozen*, and the studio's entire animation comeback. | `[CONTEXT]:` Yaha per John Lasseter ka zikr hai — Pixar aur Disney Animation dono ke Chief Creative Officer, jinhone Toy Story banai aur Disney animation ko revive kiya (Frozen tak). `[IMAGE]:` Photo of John Lasseter. `[B-ROLL]:` John Lasseter interview footage; Toy Story and Frozen clips. `[SEARCH TERMS]:` John Lasseter Pixar Disney, John Lasseter Toy Story, John Lasseter chief creative officer, John Lasseter interview. `[TEXT OVERLAY]:` John Lasseter — Chief Creative Officer, Pixar & Disney Animation. `[SOURCES]:` ▶️(Disney animation head John Lasseter to step down (CBC)) |  |  |  |  |  |
| Then in 2018, after a string of misconduct complaints from employees, he left the company for good. | `[CONTEXT]:` Yaha per 2018 me Lasseter ki Disney se rukhsati ka zikr hai — employees ki misconduct complaints ke baad. `[IMAGE]:` 2018 news headline screen — "John Lasseter to leave Disney." `[B-ROLL]:` 2018 news coverage of Lasseter's departure. `[SEARCH TERMS]:` John Lasseter leaves Disney 2018, John Lasseter departure misconduct, Lasseter Disney exit news, John Lasseter steps down. `[TEXT OVERLAY]:` 2018 — Lasseter exits Disney. `[SOURCES]:` ▶️(Disney animation head John Lasseter to step down (CBC)) |  |  |  |  |  |
| Which meant Disney lost its single most powerful creative decision-maker at the exact moment its strategy was tilting toward formula. | `[B-ROLL]:` Empty animation desk / leadership transition footage; remake posters montage. `[SEARCH TERMS]:` Disney creative leadership void, Disney formula strategy, Disney animation after Lasseter. `[SOURCES]:` ▶️(Disney animation head John Lasseter to step down (CBC)) |  |  |  |  |  |
| And in the farewell statement, Disney's CEO praised Lasseter for, in his words, "taking breathtaking risks, and telling original, high quality stories." | `[CONTEXT]:` Yaha per Bob Iger ke official farewell statement ka zikr hai jisme unhone Lasseter ki "original, high quality stories" aur risk-taking ki tareef ki — jo aage chal kar Disney ne karna chhor diya. `[B-ROLL]:` Bob Iger footage; Disney statement on screen. `[SEARCH TERMS]:` Bob Iger statement John Lasseter, Disney farewell Lasseter quote, Lasseter original stories statement, Disney CEO Lasseter goodbye. `[TEXT OVERLAY]:` "Breathtaking risks… original, high quality stories." `[SOURCES]:` ▶️(Disney animation head John Lasseter to step down (CBC)) |  |  |  |  |  |
| But the very next year, Disney launched something that needed more new content than it had ever produced in its history. And to keep it fed, the company took the two franchises built on scarcity and the thrill of an event, and started making them faster than anyone could keep up, until the thing that made them special broke. | `[CONTEXT]:` Yaha per ishara Disney+ (2019) aur uske content ki bhook ki taraf hai — aur "do franchises" se murad Marvel aur Star Wars hain. `[B-ROLL]:` Disney+ launch footage; Marvel and Star Wars logos. `[SEARCH TERMS]:` Disney Plus launch 2019, Disney streaming content demand, Marvel Star Wars Disney Plus, Disney+ logo reveal. `[SOURCES]:` ▶️(Walt Disney Co — Form 8-K, FY2023 (SEC)) |  |  |  |  |  |
| In November 2019, Disney launched Disney+, and bet its entire future on one number: subscribers. | `[CONTEXT]:` Yaha per Disney+ ke November 2019 launch ki baat hai — jiska poora model "subscriber count" par tika tha. `[IMAGE]:` Disney+ logo / launch screen. `[B-ROLL]:` Disney+ app interface; Disney+ launch news coverage. `[SEARCH TERMS]:` Disney Plus launch November 2019, Disney+ subscribers launch, Disney+ app interface, Disney Plus announcement. `[TEXT OVERLAY]:` November 2019 — Disney+ Launches. `[SOURCES]:` ▶️(Walt Disney Co — Form 8-K, FY2023 (SEC)) |  |  |  |  |  |
| So to keep them paying month after month, it needed a constant flow of new content — and it leaned on its biggest brands to produce it. The math looked clean on paper: more Marvel and more Star Wars meant more reasons to subscribe. | `[CONTEXT]:` Yaha per Disney ki strategy explain ho rahi hai — Marvel aur Star Wars (Disney ke sabse bare brands) ka zyada content taake subscribers bane rahein. `[B-ROLL]:` Marvel and Star Wars Disney+ series trailers; brand logo montage. `[SEARCH TERMS]:` Marvel Disney Plus shows, Star Wars Disney Plus series, Disney+ Marvel Star Wars content, Disney brands streaming. `[TEXT OVERLAY]:` More Marvel. More Star Wars. `[SOURCES]:` ▶️(Marvel's Oversaturation: When Quantity Hurts Quality (The Catalyst)) |  |  |  |  |  |
| So Marvel stopped spacing out its films and started flooding the zone — its Phase 4 alone produced more hours of content in roughly two years than the entire Marvel Cinematic Universe had made in its first twelve combined. | `[CONTEXT]:` Yaha per Marvel ki "Phase 4" ki oversaturation ki baat hai — sirf 2 saal me itna content jitna pehle 12 saal me bana tha. `[IMAGE]:` Marvel Phase 4 lineup graphic / posters. `[B-ROLL]:` Rapid montage of Phase 4 films and Disney+ series. `[SEARCH TERMS]:` Marvel Phase 4 lineup, Marvel oversaturation Phase 4, Marvel Disney Plus shows 2021, MCU Phase 4 movies. `[TEXT OVERLAY]:` Marvel Phase 4 — Flooding the Zone. `[SOURCES]:` ▶️(Marvel's Oversaturation: When Quantity Hurts Quality (The Catalyst)) |  |  |  |  |  |
| And in 2021 alone, Marvel put out four movies and five separate TV series, more in a single year than it once released in three. | `[B-ROLL]:` 2021 Marvel releases montage — films and Disney+ shows. `[IMAGE]:` Grid of 2021 Marvel film + series posters. `[SEARCH TERMS]:` Marvel 2021 releases list, Marvel 2021 movies and shows, MCU 2021 lineup, Marvel Disney Plus 2021 series. `[TEXT OVERLAY]:` 2021 — 4 Films · 5 Series. `[SOURCES]:` ▶️(Marvel's Oversaturation: When Quantity Hurts Quality (The Catalyst)) |  |  |  |  |  |
| So the franchise that had spent a decade teaching people to show up for every release slowly taught them to stop showing up at all. | `[B-ROLL]:` Empty cinema seats; declining audience-engagement footage. `[SEARCH TERMS]:` Marvel fatigue audience, Marvel declining box office, superhero fatigue empty theater. `[TEXT OVERLAY]:` Superhero Fatigue. `[SOURCES]:` ▶️(Marvel's Oversaturation: When Quantity Hurts Quality (The Catalyst)) |  |  |  |  |  |
| And the bill for all of it — the brands stretched thin, the abandoned originals, the shows made only to fill a library — came due in one brutal three-year stretch. | `[B-ROLL]:` Disney corporate / stock chart downturn footage; transition into Section 3. `[SEARCH TERMS]:` Disney box office decline 2022 2024, Disney franchise fatigue, Disney content strategy crisis. `[SOURCES]:` ▶️(Marvel's Oversaturation: When Quantity Hurts Quality (The Catalyst)) |  |  |  |  |  |

**Section 2 SOURCES**
[1] How Disney's live-action remakes have fared (Deseret News) — https://www.deseret.com/entertainment/2025/06/02/disney-live-action-remakes-earnings/
[2] 4 Reasons 'Beauty and the Beast' Became Disney's Next Billion-Dollar Hit (TheWrap) — https://www.thewrap.com/beauty-and-the-beast-4-takeaways-disney-record-success/
[3] Beauty And The Beast roars (Bangkok Post via PressReader) — https://www.pressreader.com/thailand/bangkok-post/20170321/282342564660464
[4] Disney animation head John Lasseter to step down (CBC) — https://www.cbc.ca/news/entertainment/john-lasseter-disney-1.4699553
[5] Walt Disney Co — Form 8-K, FY2023 (SEC) — https://www.sec.gov/Archives/edgar/data/0001744489/000174448923000158/fy2023_q4x8kxceoxex991.htm
[6] Marvel's Oversaturation: When Quantity Hurts Quality (The Catalyst) — https://recatalyst.org/3941/arts/marvels-oversaturation-when-quantity-hurts-quality/

---

## SECTION 3 — Becoming Buy n Large

| Script Line | Visual Guide |
| --- | --- |
| The first crack showed up exactly where Disney least expected it — inside Pixar. A film built on one of the most bankable characters alive opened to a shrug, because audiences had already been taught they could just wait and watch it at home for free. | `[CONTEXT]:` Yaha per Pixar ki Lightyear (2022) ki taraf ishara hai — Buzz Lightyear (Toy Story) jaisa bankable character bhi flop hua kyunke audience ghar par streaming ka aadi ho chuki thi. `[B-ROLL]:` Pixar logo; Lightyear footage of Buzz. `[SEARCH TERMS]:` Pixar Lightyear Buzz, Pixar streaming pandemic, Lightyear 2022 trailer, Pixar box office crack. `[SOURCES]:` ▶️(Pixar's Lightyear disappoints at the box office (AOL)) |
| During the pandemic, Disney had sent three straight Pixar originals — *Soul*, *Luca*, and *Turning Red* — directly to Disney+ at no extra charge, even while theaters were open. And that trained Pixar's audience to expect its movies on the couch, for nothing. | `[CONTEXT]:` Yaha per teen Pixar films ka zikr hai — Soul (2020), Luca (2021), Turning Red (2022) — jo seedha Disney+ par free release ki gayin, jisne audience ko ghar par dekhne ka aadi bana diya. `[IMAGE]:` Posters of *Soul*, *Luca*, *Turning Red*. `[B-ROLL]:` Disney+ home screen showing these titles; clips from each film. `[SEARCH TERMS]:` Soul Pixar Disney Plus, Luca Pixar streaming, Turning Red Disney Plus release, Pixar films skipped theaters. `[TEXT OVERLAY]:` Soul · Luca · Turning Red — Straight to Disney+. `[SOURCES]:` ▶️(Pixar's Lightyear disappoints at the box office (AOL)) |
| So when *Lightyear*, a 200-million-dollar *Toy Story* spin-off, hit theaters in June 2022, it opened to just 51 million dollars. | `[CONTEXT]:` Yaha per Lightyear (June 2022) ki box office shuruaat ka zikr hai — $200M budget wali Toy Story spin-off jo sirf $51M opening kar paayi. `[IMAGE]:` *Lightyear* (2022) poster. `[B-ROLL]:` Lightyear trailer footage. `[SEARCH TERMS]:` Lightyear 2022 poster, Lightyear opening weekend $51 million, Lightyear Toy Story spinoff, Lightyear trailer. `[TEXT OVERLAY]:` June 2022 — *Lightyear* · $51M Opening. `[SOURCES]:` ▶️(Pixar's Lightyear disappoints at the box office (AOL)) |
| And it limped to 226 million worldwide — the weakest start ever for an established Pixar character. | `[B-ROLL]:` Box-office report graphics for Lightyear; sparse cinema footage. `[SEARCH TERMS]:` Lightyear worldwide box office 226 million, Lightyear underperformance, Lightyear Pixar flop, Lightyear final gross. `[TEXT OVERLAY]:` $226M Worldwide. `[SOURCES]:` ▶️(Pixar's Lightyear disappoints at the box office (AOL)) |
| Pixar's creative chief, Pete Docter, admitted the studio had "asked too much of the audience." | `[CONTEXT]:` Yaha per Pete Docter ka zikr hai — Pixar ke Chief Creative Officer (Up, Inside Out ke director) — jinhone Lightyear ki nakami par audience se "bohat zyada maangne" ka iqrar kiya. `[IMAGE]:` Photo of Pete Docter. `[B-ROLL]:` Pete Docter interview footage. `[SEARCH TERMS]:` Pete Docter Pixar chief creative officer, Pete Docter Lightyear comment, Pete Docter interview, Pixar Pete Docter. `[TEXT OVERLAY]:` Pete Docter — Pixar Chief Creative Officer. `[SOURCES]:` ▶️(Pixar's Lightyear disappoints at the box office (AOL)) |
| But *Lightyear* was just one film. The next year, the failures hit all at once — and they landed on the most valuable franchise Disney owned: Marvel. | `[B-ROLL]:` Marvel Studios logo; transition montage. `[SEARCH TERMS]:` Marvel Studios logo, Marvel 2023 failures, Disney Marvel franchise value. `[SOURCES]:` ▶️(Disney Suffers Worst Box Office Flop of 2023 (The Direct)) |
| *The Marvels* arrived in November 2023, after two solid years of Marvel oversaturation. | `[CONTEXT]:` Yaha per The Marvels (November 2023) ki baat hai — Captain Marvel ka sequel — jo do saal ki Marvel oversaturation ke baad aayi. `[IMAGE]:` *The Marvels* (2023) poster. `[B-ROLL]:` The Marvels trailer footage. `[SEARCH TERMS]:` The Marvels 2023 poster, The Marvels trailer, The Marvels Captain Marvel sequel, The Marvels November 2023. `[TEXT OVERLAY]:` November 2023 — *The Marvels*. `[SOURCES]:` ▶️(Disney Suffers Worst Box Office Flop of 2023 (The Direct)) |
| And audiences who'd been asked to watch half a dozen connected TV shows just to follow the plot simply didn't turn up. So the film opened to the weakest debut in the Marvel Cinematic Universe's history, and it lost Disney an estimated 237 million dollars. | `[CONTEXT]:` Yaha per ye samjhaya ja raha hai ke The Marvels samajhne ke liye kayi Disney+ shows dekhna parte the, isi liye log nahi aaye — MCU ka sabse kamzor opening, taqreeban $237M nuqsaan. `[B-ROLL]:` Empty cinema footage; box-office loss headline graphics. `[SEARCH TERMS]:` The Marvels worst MCU opening, The Marvels box office loss 237 million, The Marvels flop, Marvel TV shows required viewing. `[TEXT OVERLAY]:` –$237 Million · Weakest MCU Debut. `[SOURCES]:` ▶️(Disney Suffers Worst Box Office Flop of 2023 (The Direct)) |
| By the time the year closed, four of the five biggest box-office bombs on the entire planet had Disney's name on them. The studio that once owned the box office had become its single biggest loser. | `[CONTEXT]:` Yaha per 2023 ka data refer ho raha hai — duniya ki top 5 box office bombs me se 4 Disney ki thin (e.g. The Marvels sab se upar). `[IMAGE]:` Statista-style chart/graphic of biggest box-office bombs of 2023. `[B-ROLL]:` Disney logo over a red/downward chart graphic. `[SEARCH TERMS]:` biggest box office bombs 2023, Disney box office flops 2023 ranking, The Marvels biggest bomb 2023, 2023 box office losses Disney. `[TEXT OVERLAY]:` 2023 — 4 of the Top 5 Bombs = Disney. `[SOURCES]:` ▶️(Ranking of biggest box office bombs worldwide (Statista)) |
| And the loudest signal of how broken the model had gotten came from an accounting decision. Disney made so much content to stuff its streaming library that, in 2023, it took the extraordinary step of declaring a chunk of that content worthless, and deleting it to save money. | `[CONTEXT]:` Yaha per Disney+ / Hulu se content "purge" ki taraf ishara hai — 2023 me Disney ne apna hi banaya hua content platforms se hata diya taake cost bachay. `[B-ROLL]:` Disney+ and Hulu interface; "removed title / not available" screen footage. `[SEARCH TERMS]:` Disney Plus content removal 2023, Hulu Disney content purge, Disney streaming write off content, Disney+ shows removed. `[SOURCES]:` ▶️(Disney Plus and Hulu shows could be removed (TechRadar)) |
| After pouring tens of billions of dollars into stocking Disney+ and Hulu, Iger had returned as CEO to cut costs. | `[CONTEXT]:` Yaha per Bob Iger ki Disney CEO ke taur par wapsi (Nov 2022) ka zikr hai — cost-cutting ke liye. `[IMAGE]:` Photo of Bob Iger (2022–2023). `[B-ROLL]:` Bob Iger return news coverage. `[SEARCH TERMS]:` Bob Iger returns Disney CEO 2022, Bob Iger cost cutting Disney, Bob Iger comeback CEO, Disney Iger return news. `[TEXT OVERLAY]:` Bob Iger Returns as CEO. `[SOURCES]:` ▶️(Disney Plus and Hulu shows could be removed (TechRadar)) |
| So in 2023, Disney started pulling its own shows and films off its streaming platforms entirely — because removing them meant it could stop paying residuals and write them off as failed assets. | `[B-ROLL]:` Disney+/Hulu "title removed" footage; content library shrinking graphic. `[SEARCH TERMS]:` Disney Plus removing originals 2023, Disney write off streaming content, Disney residuals content removal, Hulu Disney titles pulled. `[SOURCES]:` ▶️(Disney Plus and Hulu shows could be removed (TechRadar)) |
| And it recorded a 1.5-billion-dollar impairment charge, the accounting cost of content it had made and then decided wasn't worth keeping. | `[B-ROLL]:` Financial report / impairment charge headline graphic; Disney earnings footage. `[SEARCH TERMS]:` Disney 1.5 billion impairment charge content, Disney content write down 2023, Disney streaming impairment, Disney removed content cost. `[TEXT OVERLAY]:` $1.5 Billion Impairment Charge. `[SOURCES]:` ▶️(Disney Plus and Hulu shows could be removed (TechRadar)) |
| Meanwhile, subscribers watched shows they'd paid for simply vanish. A studio confident in what it creates does not erase it. | `[B-ROLL]:` "Content unavailable" screen on Disney+; viewer scrolling and finding a missing title. `[SEARCH TERMS]:` Disney Plus show disappeared, Disney+ content gone subscriber, streaming show removed paid, Disney+ missing title. `[SOURCES]:` ▶️(Disney Plus and Hulu shows could be removed (TechRadar)) |
| And the cost-cutting didn't stop at a spreadsheet — it reached all the way back into the studio where this whole story began. The layoffs eventually came for Pixar itself, and they hit people who had been there since the very first *Toy Story*. | `[B-ROLL]:` Pixar HQ exterior; somber studio-floor footage. `[SEARCH TERMS]:` Pixar layoffs, Pixar studio Emeryville exterior, Pixar job cuts, Pixar Toy Story veterans. `[SOURCES]:` ▶️(Walt Disney's Pixar Animation eliminates 75 positions (NBC News)) |
| Pixar, the studio once called Disney's crown jewel, had spent years being pushed to crank out streaming series instead of feature films. So when those bets and the *Lightyear* failure piled up, Disney started cutting — 75 jobs in 2023, including the director of *Lightyear* and its producer, Galyn Susman. | `[CONTEXT]:` Yaha per 2023 ki Pixar layoffs ka zikr hai — 75 jobs khatam, jin me Lightyear ke director (Angus MacLane) aur producer Galyn Susman shamil thay. `[IMAGE]:` Photo of Galyn Susman. `[B-ROLL]:` Pixar layoffs news coverage 2023. `[SEARCH TERMS]:` Pixar layoffs 2023 75 jobs, Galyn Susman Pixar producer, Lightyear director Galyn Susman cut, Pixar job cuts 2023. `[TEXT OVERLAY]:` 2023 — 75 Pixar Jobs Cut. `[SOURCES]:` ▶️(Walt Disney's Pixar Animation eliminates 75 positions (NBC News)) |
| And Susman had been at Pixar since 1995, since the very first *Toy Story*. | `[CONTEXT]:` Yaha per yaad dilaya ja raha hai ke Galyn Susman 1995 ki original Toy Story se Pixar ke saath thin — woh hi jinhone famously Toy Story 2 ki deleted file recover ki thi. `[IMAGE]:` *Toy Story* (1995) poster; photo of Galyn Susman. `[B-ROLL]:` Toy Story 1995 footage. `[SEARCH TERMS]:` Galyn Susman Toy Story 1995, Galyn Susman Pixar history, Toy Story 1995 poster, Galyn Susman Toy Story 2 save. `[TEXT OVERLAY]:` Galyn Susman — At Pixar Since 1995. `[SOURCES]:` ▶️(Walt Disney's Pixar Animation eliminates 75 positions (NBC News)) |
| Then in 2024, Pixar laid off roughly 14% of its entire staff, about 175 people, as it formally pulled back from making content for streaming. | `[CONTEXT]:` Yaha per 2024 ki bari Pixar layoffs ka zikr hai — taqreeban 14% staff (~175 log) — jab Pixar ne officially streaming content banana band kiya. `[B-ROLL]:` Pixar HQ exterior; 2024 layoffs news coverage. `[SEARCH TERMS]:` Pixar layoffs 2024 175 jobs, Pixar 14 percent staff cut, Pixar retreat from streaming 2024, Pixar job cuts news 2024. `[TEXT OVERLAY]:` 2024 — ~175 Jobs (14%) Cut. `[SOURCES]:` ▶️(Pixar cuts staff in retreat from streaming (Malay Mail)) |
| And Pixar's president, Jim Morris, told employees the studio would "return to our focus on feature films." | `[CONTEXT]:` Yaha per Jim Morris ka zikr hai — Pixar ke president — jinhone kaha ke studio dobara feature films par focus karega. `[IMAGE]:` Photo of Jim Morris. `[B-ROLL]:` Pixar feature film montage. `[SEARCH TERMS]:` Jim Morris Pixar president, Jim Morris return to feature films, Pixar president statement 2024, Jim Morris Pixar. `[TEXT OVERLAY]:` "Return to our focus on feature films." `[SOURCES]:` ▶️(Pixar cuts staff in retreat from streaming (Malay Mail)) |
| But the most damning verdict on what Disney had become came from the audience itself — last summer, the moment Pixar finally dared to put something brand-new in theaters. | `[CONTEXT]:` Yaha per Elio (June 2025) ki taraf ishara hai — Pixar ki ek nayi, original film jo flop hui (agli line me detail). `[B-ROLL]:` Pixar logo; cinema audience footage. `[SEARCH TERMS]:` Pixar original film 2025, Pixar Elio theaters, Pixar new story 2025, Pixar audience verdict. `[SOURCES]:` ▶️(Elio crash lands with lowest opening weekend (AOL)) |
